order_id,user_id,created_at,discount_cost,discount_type,basket,month,day,year,cohort
90,89,1/2/2022,15000,1.0,21000,1,2,2022,1
91,90,1/2/2022,15000,1.0,10000,1,2,2022,1
92,91,1/2/2022,15000,1.0,20000,1,2,2022,1
93,92,1/2/2022,10000,1.0,35000,1,2,2022,1
94,93,1/2/2022,10000,1.0,10000,1,2,2022,1
95,94,1/2/2022,0,0.0,40000,1,2,2022,1
96,95,1/2/2022,15000,1.0,21000,1,2,2022,1
97,96,1/2/2022,0,0.0,70000,1,2,2022,1
98,97,1/2/2022,15000,1.0,22000,1,2,2022,1
99,98,1/2/2022,15000,1.0,20000,1,2,2022,1
100,99,1/2/2022,0,0.0,18000,1,2,2022,1
101,100,1/3/2022,0,0.0,6500,1,3,2022,1
102,101,1/3/2022,10000,1.0,30000,1,3,2022,1
103,102,1/3/2022,0,0.0,20000,1,3,2022,1
104,103,1/3/2022,15000,1.0,11000,1,3,2022,1
105,104,1/3/2022,10000,1.0,14000,1,3,2022,1
106,105,1/3/2022,0,0.0,15000,1,3,2022,1
107,106,1/3/2022,0,0.0,12000,1,3,2022,1
108,107,1/3/2022,10000,1.0,9000,1,3,2022,1
109,108,1/3/2022,10000,1.0,17000,1,3,2022,1
110,109,1/3/2022,10000,1.0,5000,1,3,2022,1
111,110,1/3/2022,10000,1.0,5000,1,3,2022,1
112,111,1/3/2022,15000,1.0,20000,1,3,2022,1
113,112,1/3/2022,10000,1.0,10000,1,3,2022,1
114,113,1/3/2022,0,0.0,10000,1,3,2022,1
115,114,1/3/2022,15000,1.0,22400,1,3,2022,1
116,75,1/3/2022,0,0.0,21000,1,3,2022,1
117,115,1/3/2022,15000,1.0,20000,1,3,2022,1
118,116,1/3/2022,10000,1.0,5000,1,3,2022,1
119,117,1/3/2022,10000,1.0,9000,1,3,2022,1
120,118,1/3/2022,0,0.0,6000,1,3,2022,1
121,119,1/3/2022,0,0.0,21000,1,3,2022,1
122,120,1/3/2022,0,0.0,20000,1,3,2022,1
123,121,1/3/2022,0,0.0,15000,1,3,2022,1
124,122,1/3/2022,10000,1.0,18000,1,3,2022,1
125,123,1/3/2022,15000,1.0,20000,1,3,2022,1
126,124,1/3/2022,0,0.0,25000,1,3,2022,1
127,125,1/3/2022,0,0.0,58000,1,3,2022,1
128,126,1/3/2022,0,0.0,20000,1,3,2022,1
129,127,1/3/2022,10000,1.0,35000,1,3,2022,1
130,128,1/3/2022,15000,1.0,55000,1,3,2022,1
131,129,1/3/2022,0,0.0,7500,1,3,2022,1
132,130,1/3/2022,0,0.0,30000,1,3,2022,1
133,131,1/3/2022,0,0.0,14000,1,3,2022,1
134,74,1/3/2022,0,0.0,12000,1,3,2022,1
135,132,1/3/2022,10000,1.0,5000,1,3,2022,1
136,129,1/3/2022,0,0.0,5000,1,3,2022,1
137,133,1/3/2022,10000,1.0,32000,1,3,2022,1
138,134,1/3/2022,0,0.0,12000,1,3,2022,1
139,135,1/3/2022,0,0.0,18000,1,3,2022,1
140,136,1/3/2022,0,0.0,14000,1,3,2022,1
141,137,1/3/2022,0,0.0,15000,1,3,2022,1
142,138,1/3/2022,10000,1.0,30000,1,3,2022,1
143,139,1/3/2022,10000,1.0,5000,1,3,2022,1
144,140,1/3/2022,0,0.0,16000,1,3,2022,1
145,141,1/3/2022,15000,1.0,40000,1,3,2022,1
146,142,1/3/2022,15000,1.0,20000,1,3,2022,1
147,143,1/3/2022,0,0.0,12500,1,3,2022,1
148,144,1/3/2022,0,0.0,8000,1,3,2022,1
149,25,1/3/2022,0,0.0,10000,1,3,2022,1
150,145,1/3/2022,0,0.0,7000,1,3,2022,1
151,146,1/4/2022,0,0.0,24000,1,4,2022,1
152,147,1/4/2022,0,0.0,16000,1,4,2022,1
153,148,1/4/2022,0,0.0,60000,1,4,2022,1
154,149,1/4/2022,10000,1.0,15000,1,4,2022,1
155,150,1/4/2022,0,0.0,11000,1,4,2022,1
156,151,1/4/2022,0,0.0,7000,1,4,2022,1
157,152,1/4/2022,0,0.0,30000,1,4,2022,1
158,153,1/4/2022,0,0.0,20000,1,4,2022,1
159,154,1/4/2022,0,0.0,13000,1,4,2022,1
160,155,1/4/2022,0,0.0,25000,1,4,2022,1
161,156,1/4/2022,10000,1.0,7000,1,4,2022,1
162,157,1/4/2022,0,0.0,10000,1,4,2022,1
163,158,1/4/2022,0,0.0,16000,1,4,2022,1
164,159,1/4/2022,10000,1.0,5000,1,4,2022,1
165,160,1/4/2022,10000,1.0,10000,1,4,2022,1
166,161,1/4/2022,10000,1.0,6000,1,4,2022,1
167,162,1/4/2022,10000,1.0,10500,1,4,2022,1
168,163,1/4/2022,12000,1.0,21000,1,4,2022,1
169,164,1/4/2022,10000,1.0,9800,1,4,2022,1
170,165,1/4/2022,15000,1.0,20000,1,4,2022,1
171,166,1/4/2022,0,0.0,25000,1,4,2022,1
172,167,1/4/2022,0,0.0,40000,1,4,2022,1
173,168,1/4/2022,10000,1.0,21500,1,4,2022,1
174,169,1/4/2022,0,0.0,32000,1,4,2022,1
175,170,1/4/2022,0,0.0,11000,1,4,2022,1
176,171,1/4/2022,10000,1.0,40000,1,4,2022,1
177,172,1/4/2022,0,0.0,14000,1,4,2022,1
178,173,1/4/2022,15000,1.0,26000,1,4,2022,1
179,174,1/4/2022,10000,1.0,23000,1,4,2022,1
180,175,1/4/2022,0,0.0,31000,1,4,2022,1
181,176,1/4/2022,0,0.0,50000,1,4,2022,1
182,177,1/4/2022,0,0.0,20000,1,4,2022,1
183,178,1/4/2022,10000,1.0,10000,1,4,2022,1
184,179,1/4/2022,0,0.0,41000,1,4,2022,1
185,180,1/4/2022,0,0.0,14000,1,4,2022,1
186,181,1/4/2022,10000,1.0,6000,1,4,2022,1
187,182,1/4/2022,10000,1.0,20000,1,4,2022,1
188,183,1/4/2022,10000,1.0,7000,1,4,2022,1
189,184,1/4/2022,10000,1.0,9000,1,4,2022,1
190,185,1/4/2022,0,0.0,35000,1,4,2022,1
191,186,1/4/2022,0,0.0,95000,1,4,2022,1
192,187,1/4/2022,0,0.0,24000,1,4,2022,1
193,188,1/5/2022,0,0.0,15000,1,5,2022,1
194,189,1/5/2022,0,0.0,45000,1,5,2022,1
195,190,1/5/2022,15000,1.0,21000,1,5,2022,1
196,191,1/5/2022,10000,1.0,16000,1,5,2022,1
197,192,1/5/2022,0,0.0,20300,1,5,2022,1
198,193,1/5/2022,0,0.0,8000,1,5,2022,1
199,194,1/5/2022,0,0.0,36000,1,5,2022,1
200,195,1/5/2022,0,0.0,5000,1,5,2022,1
201,196,1/5/2022,10000,1.0,7000,1,5,2022,1
202,19,1/5/2022,0,0.0,30000,1,5,2022,1
203,197,1/5/2022,0,0.0,30000,1,5,2022,1
204,198,1/5/2022,0,0.0,75000,1,5,2022,1
205,199,1/5/2022,10000,1.0,7500,1,5,2022,1
206,200,1/5/2022,0,0.0,16000,1,5,2022,1
207,75,1/5/2022,0,0.0,32000,1,5,2022,1
208,201,1/5/2022,0,0.0,17500,1,5,2022,1
209,202,1/5/2022,0,0.0,70000,1,5,2022,1
210,158,1/5/2022,0,0.0,16000,1,5,2022,1
211,203,1/5/2022,0,0.0,13500,1,5,2022,1
212,204,1/5/2022,0,0.0,8000,1,5,2022,1
213,6,1/5/2022,0,0.0,41800,1,5,2022,1
214,205,1/5/2022,0,0.0,20000,1,5,2022,1
215,206,1/5/2022,0,0.0,16000,1,5,2022,1
216,207,1/5/2022,15000,1.0,24000,1,5,2022,1
217,208,1/5/2022,15000,1.0,26000,1,5,2022,1
218,209,1/5/2022,0,0.0,9500,1,5,2022,1
219,210,1/5/2022,15000,1.0,26000,1,5,2022,1
220,211,1/5/2022,0,0.0,14000,1,5,2022,1
221,212,1/5/2022,0,0.0,10000,1,5,2022,1
222,213,1/5/2022,10000,1.0,15000,1,5,2022,1
223,214,1/5/2022,0,0.0,10500,1,5,2022,1
224,215,1/5/2022,10000,1.0,6000,1,5,2022,1
225,216,1/5/2022,0,0.0,30000,1,5,2022,1
226,217,1/5/2022,15000,1.0,15000,1,5,2022,1
227,218,1/5/2022,0,0.0,32000,1,5,2022,1
228,219,1/5/2022,0,0.0,18000,1,5,2022,1
229,220,1/5/2022,15000,1.0,35000,1,5,2022,1
230,221,1/5/2022,0,0.0,50000,1,5,2022,1
231,222,1/5/2022,0,0.0,45000,1,5,2022,1
232,223,1/5/2022,10000,1.0,40000,1,5,2022,1
233,62,1/5/2022,0,0.0,10000,1,5,2022,1
234,224,1/5/2022,0,0.0,10000,1,5,2022,1
235,225,1/5/2022,0,0.0,14000,1,5,2022,1
236,226,1/5/2022,15000,1.0,22000,1,5,2022,1
237,227,1/5/2022,0,0.0,9500,1,5,2022,1
238,228,1/6/2022,0,0.0,7000,1,6,2022,1
239,229,1/6/2022,0,0.0,39000,1,6,2022,1
240,230,1/6/2022,10000,1.0,7000,1,6,2022,1
241,231,1/6/2022,0,0.0,13000,1,6,2022,1
242,232,1/6/2022,0,0.0,25000,1,6,2022,1
243,233,1/6/2022,0,0.0,84000,1,6,2022,1
244,103,1/6/2022,0,0.0,11000,1,6,2022,1
245,234,1/6/2022,0,0.0,20000,1,6,2022,1
246,235,1/6/2022,0,0.0,20000,1,6,2022,1
247,236,1/6/2022,15000,1.0,20000,1,6,2022,1
248,237,1/6/2022,15000,1.0,14000,1,6,2022,1
249,238,1/6/2022,15000,1.0,25000,1,6,2022,1
250,239,1/6/2022,15000,1.0,21000,1,6,2022,1
251,240,1/6/2022,0,0.0,14000,1,6,2022,1
252,241,1/6/2022,0,0.0,45000,1,6,2022,1
253,242,1/6/2022,0,0.0,5000,1,6,2022,1
254,243,1/6/2022,10000,1.0,7000,1,6,2022,1
255,244,1/6/2022,10000,1.0,24000,1,6,2022,1
256,245,1/6/2022,0,0.0,28000,1,6,2022,1
257,246,1/6/2022,0,0.0,12000,1,6,2022,1
258,247,1/6/2022,10000,1.0,9000,1,6,2022,1
259,248,1/6/2022,0,0.0,7500,1,6,2022,1
260,249,1/6/2022,0,0.0,17000,1,6,2022,1
261,250,1/6/2022,0,0.0,60000,1,6,2022,1
262,251,1/6/2022,15000,1.0,20000,1,6,2022,1
263,252,1/6/2022,10000,1.0,17500,1,6,2022,1
264,253,1/6/2022,0,0.0,31000,1,6,2022,1
265,254,1/6/2022,0,0.0,20000,1,6,2022,1
266,255,1/6/2022,0,0.0,24000,1,6,2022,1
267,256,1/6/2022,15000,1.0,22500,1,6,2022,1
268,257,1/6/2022,0,0.0,20900,1,6,2022,1
269,258,1/6/2022,0,0.0,15000,1,6,2022,1
270,259,1/6/2022,15000,1.0,21000,1,6,2022,1
271,260,1/6/2022,0,0.0,17000,1,6,2022,1
272,261,1/6/2022,10000,1.0,34000,1,6,2022,1
273,262,1/6/2022,10000,1.0,6000,1,6,2022,1
274,263,1/6/2022,10000,1.0,12000,1,6,2022,1
275,264,1/6/2022,10000,1.0,20000,1,6,2022,1
276,265,1/6/2022,0,0.0,28000,1,6,2022,1
277,266,1/6/2022,10000,1.0,5000,1,6,2022,1
278,267,1/6/2022,0,0.0,22500,1,6,2022,1
279,268,1/6/2022,0,0.0,32000,1,6,2022,1
280,269,1/6/2022,0,0.0,20000,1,6,2022,1
281,270,1/6/2022,0,0.0,18000,1,6,2022,1
282,271,1/6/2022,10000,1.0,15000,1,6,2022,1
283,272,1/6/2022,10000,1.0,32000,1,6,2022,1
284,273,1/6/2022,10000,1.0,6000,1,6,2022,1
285,274,1/6/2022,0,0.0,14000,1,6,2022,1
286,275,1/6/2022,0,0.0,22500,1,6,2022,1
287,276,1/6/2022,10000,1.0,21000,1,6,2022,1
288,277,1/6/2022,5500,1.0,5000,1,6,2022,1
289,278,1/6/2022,15000,1.0,10000,1,6,2022,1
290,279,1/6/2022,0,0.0,11000,1,6,2022,1
291,280,1/6/2022,0,0.0,27000,1,6,2022,1
292,281,1/6/2022,15000,1.0,28000,1,6,2022,1
293,282,1/6/2022,15000,1.0,20500,1,6,2022,1
294,283,1/6/2022,10000,1.0,5000,1,6,2022,1
295,284,1/6/2022,0,0.0,8000,1,6,2022,1
296,285,1/6/2022,12000,1.0,14000,1,6,2022,1
297,286,1/6/2022,10000,1.0,42500,1,6,2022,1
298,287,1/7/2022,0,0.0,45000,1,7,2022,1
299,288,1/7/2022,0,0.0,10000,1,7,2022,1
300,289,1/7/2022,0,0.0,8000,1,7,2022,1
301,290,1/7/2022,10000,1.0,10000,1,7,2022,1
302,291,1/7/2022,0,0.0,62000,1,7,2022,1
303,236,1/7/2022,0,0.0,15000,1,7,2022,1
304,292,1/7/2022,0,0.0,12000,1,7,2022,1
305,293,1/7/2022,15000,1.0,30000,1,7,2022,1
306,232,1/7/2022,0,0.0,30000,1,7,2022,1
307,294,1/7/2022,20000,1.0,20000,1,7,2022,1
308,295,1/7/2022,0,0.0,18000,1,7,2022,1
309,296,1/7/2022,0,0.0,6000,1,7,2022,1
310,297,1/7/2022,0,0.0,12000,1,7,2022,1
311,298,1/7/2022,15000,1.0,14000,1,7,2022,1
312,121,1/7/2022,0,0.0,10000,1,7,2022,1
313,299,1/7/2022,0,0.0,84000,1,7,2022,1
314,300,1/7/2022,10000,1.0,7000,1,7,2022,1
315,301,1/7/2022,10000,1.0,12000,1,7,2022,1
316,302,1/7/2022,15000,1.0,25000,1,7,2022,1
317,303,1/7/2022,0,0.0,55000,1,7,2022,1
318,304,1/7/2022,0,0.0,30000,1,7,2022,1
319,305,1/7/2022,10000,1.0,8000,1,7,2022,1
320,306,1/7/2022,0,0.0,14000,1,7,2022,1
321,307,1/7/2022,15000,1.0,14000,1,7,2022,1
322,308,1/7/2022,0,0.0,12000,1,7,2022,1
323,309,1/7/2022,0,0.0,21500,1,7,2022,1
324,310,1/7/2022,10000,1.0,6000,1,7,2022,1
325,311,1/7/2022,0,0.0,10000,1,7,2022,1
326,312,1/7/2022,10000,1.0,24000,1,7,2022,1
327,313,1/7/2022,0,0.0,6700,1,7,2022,1
328,314,1/7/2022,0,0.0,16000,1,7,2022,1
329,315,1/7/2022,0,0.0,14000,1,7,2022,1
330,316,1/7/2022,0,0.0,20000,1,7,2022,1
331,317,1/7/2022,0,0.0,10000,1,7,2022,1
332,318,1/7/2022,0,0.0,12000,1,7,2022,1
333,319,1/7/2022,0,0.0,15000,1,7,2022,1
334,319,1/7/2022,0,0.0,25000,1,7,2022,1
335,320,1/7/2022,0,0.0,14000,1,7,2022,1
336,321,1/7/2022,0,0.0,20000,1,7,2022,1
337,322,1/7/2022,0,0.0,10000,1,7,2022,1
338,323,1/7/2022,0,0.0,15000,1,7,2022,1
339,324,1/7/2022,0,0.0,20000,1,7,2022,1
340,325,1/7/2022,10000,1.0,30000,1,7,2022,1
341,326,1/7/2022,15000,1.0,26000,1,7,2022,1
342,327,1/7/2022,0,0.0,23750,1,7,2022,1
343,38,1/7/2022,0,0.0,20000,1,7,2022,1
344,328,1/7/2022,0,0.0,14000,1,7,2022,1
345,329,1/7/2022,0,0.0,35000,1,7,2022,1
346,330,1/7/2022,0,0.0,20000,1,7,2022,1
347,331,1/7/2022,0,0.0,7000,1,7,2022,1
348,332,1/7/2022,0,0.0,13000,1,7,2022,1
349,333,1/7/2022,15000,1.0,12000,1,7,2022,1
350,334,1/7/2022,0,0.0,10000,1,7,2022,1
351,335,1/7/2022,0,0.0,12000,1,7,2022,1
352,336,1/7/2022,0,0.0,13500,1,7,2022,1
353,337,1/7/2022,0,0.0,20000,1,7,2022,1
354,338,1/7/2022,15000,1.0,12500,1,7,2022,1
355,339,1/7/2022,10000,1.0,15000,1,7,2022,1
356,340,1/7/2022,10000,1.0,10000,1,7,2022,1
357,341,1/7/2022,15000,1.0,20000,1,7,2022,1
358,342,1/7/2022,15000,1.0,21000,1,7,2022,1
359,75,1/7/2022,0,0.0,24000,1,7,2022,1
360,343,1/7/2022,0,0.0,14000,1,7,2022,1
361,344,1/7/2022,15000,1.0,27000,1,7,2022,1
362,345,1/7/2022,10000,1.0,10000,1,7,2022,1
363,346,1/7/2022,0,0.0,5500,1,7,2022,1
364,347,1/7/2022,0,0.0,16000,1,7,2022,1
365,348,1/7/2022,0,0.0,35000,1,7,2022,1
366,228,1/8/2022,0,0.0,10000,1,8,2022,1
367,349,1/8/2022,0,0.0,10000,1,8,2022,1
368,260,1/8/2022,0,0.0,10000,1,8,2022,1
369,350,1/8/2022,10000,1.0,42000,1,8,2022,1
370,351,1/8/2022,15000,1.0,20000,1,8,2022,1
371,352,1/8/2022,0,0.0,10000,1,8,2022,1
372,289,1/8/2022,0,0.0,8000,1,8,2022,1
373,353,1/8/2022,10000,1.0,10000,1,8,2022,1
374,354,1/8/2022,0,0.0,16000,1,8,2022,1
375,355,1/8/2022,0,0.0,15000,1,8,2022,1
376,153,1/8/2022,0,0.0,20000,1,8,2022,1
377,356,1/8/2022,0,0.0,20000,1,8,2022,1
378,27,1/8/2022,0,0.0,10000,1,8,2022,1
379,357,1/8/2022,0,0.0,10000,1,8,2022,1
380,358,1/8/2022,10000,1.0,28500,1,8,2022,1
381,359,1/8/2022,0,0.0,16000,1,8,2022,1
382,360,1/8/2022,15000,1.0,10000,1,8,2022,1
383,18,1/8/2022,0,0.0,14000,1,8,2022,1
384,361,1/8/2022,0,0.0,14000,1,8,2022,1
385,362,1/8/2022,0,0.0,41000,1,8,2022,1
386,363,1/8/2022,10000,1.0,21000,1,8,2022,1
387,364,1/8/2022,0,0.0,11000,1,8,2022,1
388,365,1/8/2022,10000,1.0,10500,1,8,2022,1
389,366,1/8/2022,0,0.0,48000,1,8,2022,1
390,367,1/8/2022,0,0.0,6800,1,8,2022,1
391,368,1/8/2022,10000,1.0,10000,1,8,2022,1
392,369,1/8/2022,12000,1.0,10000,1,8,2022,1
393,370,1/8/2022,10000,1.0,10000,1,8,2022,1
394,371,1/8/2022,15000,1.0,25000,1,8,2022,1
395,372,1/8/2022,0,0.0,20000,1,8,2022,1
396,373,1/8/2022,10000,1.0,88000,1,8,2022,1
397,374,1/8/2022,10000,1.0,6000,1,8,2022,1
398,375,1/8/2022,0,0.0,45000,1,8,2022,1
399,376,1/8/2022,10000,1.0,25000,1,8,2022,1
400,377,1/8/2022,10000,1.0,6000,1,8,2022,1
401,378,1/8/2022,10000,1.0,10000,1,8,2022,1
402,379,1/8/2022,10000,1.0,20000,1,8,2022,1
403,380,1/8/2022,0,0.0,15000,1,8,2022,1
404,381,1/8/2022,10000,1.0,6000,1,8,2022,1
405,382,1/8/2022,15000,1.0,18000,1,8,2022,1
406,383,1/8/2022,15000,1.0,20000,1,8,2022,1
407,384,1/8/2022,10000,1.0,6000,1,8,2022,1
408,385,1/8/2022,10000,1.0,18000,1,8,2022,1
409,386,1/8/2022,10000,1.0,12000,1,8,2022,1
410,387,1/8/2022,0,0.0,10000,1,8,2022,1
411,63,1/8/2022,0,0.0,24000,1,8,2022,1
412,388,1/8/2022,15000,1.0,20500,1,8,2022,1
413,42,1/8/2022,0,0.0,15000,1,8,2022,1
414,389,1/8/2022,0,0.0,14000,1,8,2022,1
415,390,1/8/2022,0,0.0,25000,1,8,2022,1
416,391,1/8/2022,0,0.0,30000,1,8,2022,1
417,392,1/8/2022,15000,1.0,17500,1,8,2022,1
418,393,1/8/2022,0,0.0,28000,1,8,2022,1
419,394,1/8/2022,0,0.0,26000,1,8,2022,1
420,395,1/8/2022,15000,1.0,40000,1,8,2022,1
421,396,1/8/2022,10000,1.0,11500,1,8,2022,1
422,397,1/8/2022,0,0.0,12000,1,8,2022,1
423,398,1/8/2022,0,0.0,27500,1,8,2022,1
424,399,1/9/2022,10000,1.0,9000,1,9,2022,1
425,66,1/9/2022,6000,1.0,16000,1,9,2022,1
426,400,1/9/2022,0,0.0,18000,1,9,2022,1
427,147,1/9/2022,0,0.0,20000,1,9,2022,1
428,401,1/9/2022,10000,1.0,16000,1,9,2022,1
429,58,1/9/2022,0,0.0,10000,1,9,2022,1
430,12,1/9/2022,6000,1.0,10000,1,9,2022,1
431,402,1/9/2022,0,0.0,13000,1,9,2022,1
432,403,1/9/2022,15000,1.0,20000,1,9,2022,1
433,404,1/9/2022,0,0.0,16000,1,9,2022,1
434,14,1/9/2022,0,0.0,12000,1,9,2022,1
435,405,1/9/2022,12000,1.0,21000,1,9,2022,1
436,406,1/9/2022,10000,1.0,6000,1,9,2022,1
437,99,1/9/2022,6000,1.0,20000,1,9,2022,1
438,407,1/9/2022,0,0.0,10000,1,9,2022,1
439,408,1/9/2022,0,0.0,8000,1,9,2022,1
440,409,1/9/2022,10000,1.0,7000,1,9,2022,1
441,410,1/9/2022,10000,1.0,5000,1,9,2022,1
442,411,1/9/2022,15000,1.0,24000,1,9,2022,1
443,105,1/9/2022,0,0.0,27000,1,9,2022,1
444,412,1/9/2022,0,0.0,26000,1,9,2022,1
445,413,1/9/2022,15000,1.0,18000,1,9,2022,1
446,414,1/9/2022,0,0.0,20000,1,9,2022,1
447,415,1/9/2022,10000,1.0,10000,1,9,2022,1
448,416,1/9/2022,15000,1.0,16000,1,9,2022,1
449,417,1/9/2022,12000,1.0,60000,1,9,2022,1
450,418,1/9/2022,6000,1.0,18000,1,9,2022,1
451,146,1/9/2022,0,0.0,30000,1,9,2022,1
452,419,1/9/2022,15000,1.0,20000,1,9,2022,1
453,420,1/9/2022,15000,1.0,14000,1,9,2022,1
454,127,1/9/2022,6000,1.0,35000,1,9,2022,1
455,421,1/9/2022,0,0.0,15000,1,9,2022,1
456,422,1/9/2022,0,0.0,8000,1,9,2022,1
457,423,1/9/2022,0,0.0,25000,1,9,2022,1
458,424,1/9/2022,10000,1.0,8000,1,9,2022,1
459,425,1/9/2022,0,0.0,20500,1,9,2022,1
460,426,1/9/2022,0,0.0,19500,1,9,2022,1
461,427,1/9/2022,0,0.0,45600,1,9,2022,1
462,428,1/9/2022,10000,1.0,21000,1,9,2022,1
463,429,1/9/2022,0,0.0,36100,1,9,2022,1
464,430,1/9/2022,10000,1.0,6000,1,9,2022,1
465,23,1/9/2022,0,0.0,9000,1,9,2022,1
466,431,1/9/2022,0,0.0,24000,1,9,2022,1
467,432,1/9/2022,10000,1.0,28000,1,9,2022,1
468,429,1/9/2022,0,0.0,12000,1,9,2022,1
469,433,1/9/2022,10000,1.0,8000,1,9,2022,1
470,434,1/9/2022,0,0.0,12500,1,9,2022,1
471,435,1/9/2022,0,0.0,24000,1,9,2022,1
472,436,1/9/2022,0,0.0,15000,1,9,2022,1
473,179,1/9/2022,0,0.0,43000,1,9,2022,1
